title,category,lyrics
তবু মনে রেখ যদি দূরে যাই চলে,রবীন্দ্র সংগীত,"তবু মনে রেখো যদি দূরে যাই চলে।
যদি পুরাতন প্রেম ঢাকা পড়ে যায় নবপ্রেমজালে।
যদি থাকি কাছাকাছি,
দেখিতে না পাও ছায়ার মতন আছি না আছি
তবু মনে রেখো।
যদি জল আসে আঁখিপাতে,
এক দিন যদি খেলা থেমে যায় মধুরাতে,
তবু মনে রেখো।
এক দিন যদি বাধা পড়ে কাজে শারদ প্রাতে
মনে রেখো।
যদি পড়িয়া মনে
ছলোছলো জল নাই দেখা দেয় নয়নকোণে–
তবু মনে রেখো।"
এতদিন যে বসেছিলেম পথ চেয়ে আর কাল গুনে,রবীন্দ্র সংগীত,"এতদিন যে বসেছিলেম পথ চেয়ে আর কাল গুনে
দেখা পেলেম ফাল্গুনে।।
বালক বীরের বেশে তুমি করলে বিশ্বজয়
এ কী গো বিস্ময়।
অবাক আমি তরুণ গলার গান শুনে।।
গন্ধে উদাস হাওয়ার মতো উড়ে তোমার উত্তরী,
কর্ণে তোমার কৃষ্ণচূড়ার মঞ্জরী।
তরুণ হাসির আড়ালে কোন্‌ আগুন ঢাকা রয়–
এ কী গো বিস্ময়।
অস্ত্র তোমার গোপন রাখ কোন্‌ তূণে।।"
শেষ বেলাকার শেষের গানে,রবীন্দ্র সংগীত,"শেষ বেলাকার শেষের গানে
ভোরের বেলার বেদন আনে।।
তরুণ মুখের করুণ হাসি গোধূলি
আলোয় উঠেছে ভাসি
প্রথম ব্যথার প্রথম বাঁশি
বাজে দিগন্তে কী সন্ধানে শেষের গানে।।
আজি দিনান্তে মেঘের মায়া
সে আঁখিপাতার ফেলেছে ছায়া।
খেলায় খেলায় যে কথা খানি
চোখে চোখে যেত বিজলী হানি
সেই প্রভাতের নবীন বাণী
চলেছে রাতের স্বপন-পানে শেষের গানে।।"
সে যে মনের মানুষ,রবীন্দ্র সংগীত,"সে যে মনের মানুষ
কেন তারে বসিয়ে রাখিস নয়নদ্বারে?
ডাক্‌-না রে তোর বুকের ভিতর
নয়ন ভাসুক নয়ন ধারে।।
যখন নিভবে আলো, আসবে রাতি
হৃদয়ে দিস আসন পাতি–
আসবে সে যে সঙ্গোপনে বিচ্ছেদেরই অন্ধকারে।।
তার আসা-যাওয়ার গোপন পথে
সে আসবে যাবে আপন মতে।
তারে বাঁধবে ব’লে যেই করো পণ
সে থাকে না, থাকে বাঁধন–
সেই বাঁধনে মনে মনে বাঁধিস কেবল আপনারে"
তোমার মনের একটি কথা আমায় বলো,রবীন্দ্র সংগীত,"তোমার মনের একটি কথা আমায় বলো বলো
তোমার নয়ন কেন এমন ছলছল।।
বনের’ পরে বৃষ্টি ঝরে ঝরো ঝরো রবে।
সন্ধ্যা মুখরিত ঝিল্লিস্বরে নীপকুঞ্জতলে।
শালের বীথিকায় বারি বহে যায় কলোকলো।।
আজি দিগন্তসীমা
বৃষ্টি-আড়ালে হারানো নীলিমা হারালো–
ছায়া পড়ে তোমার মুখের ‘পরে
ছায়া ঘনায় তব মনে মনে ক্ষণে ক্ষণে,
অশ্রুমন্থর বাতাসে বাতাসে তোমার হৃদয় টলোটলো।।"
হে ক্ষণিকের অতিথি,রবীন্দ্র সংগীত,"হে ক্ষণিকের অতিথি
এলে প্রভাতে কারে চাহিয়া
ঝরা শেফালির পথ চাহিয়া।।
কোন্‌ অমরার বিরহিণীরে চাহ নি ফিরে
কার বিষাদের শিশিরনীরে এলে নাহিয়া।।
ওগো অকরুণ, কী মায়া জানো
মিলনছলে বিরহ আনো।
চলেছ পথিক আলোকযানে আঁধার-পানে
মনভুলানো মোহনতানে গান গাহিয়া।।"
উদাসিনী বেশে বিদেশিনী কে সে,রবীন্দ্র সংগীত,"উদাসিনী -বেশে বিদেশিনী কে সে নাইবা তাহারে জানি
রঙে রঙে লিখা আঁকি মরীচিকা মনে মনে ছবিখানি।।
পুবের হাওয়ায় তরীখানি তার এই ভাঙা ঘাট কবে হল পার
দূর নীলিমার বক্ষে তাহার উদ্ধত বেগ হানি।।
মুগ্ধ আলসে গণি একা বসে পলাতকা যত ঢেউ
যারা চলে যায় ফেরে না তো হায় পিছু-পানে আর কেউ।
মনে জানি কারো নাগাল পাব না
তবু যদি মোর উদাসী ভাবনা
কোনো বাসা পায় সেই দুরাশায় গাঁথি সাহানায় বাণী।।"
তোমারে জানি নে হে তবু মন তোমাতে ধায়,রবীন্দ্র সংগীত,"তোমারে জানি নে হে, তবু মন তোমাতে ধায়।
তোমারে না জেনে বিশ্ব তবু তোমাতে বিরাম পায়।।
অসীম সৌন্দর্য তব কে করেছে অনুভব হে,
সে মাধুরী চিরনব–
আমি না জেনে প্রাণ সঁপেছি তোমায়।।
তুমি জ্যোতির জ্যোতি, আমি অন্ধ আঁধারে।
তুমি মুক্ত মহীয়ান, আমি মগ্ন পাথারে।
তুমি অন্তহীন, আমি ক্ষুদ্র দীন–
কী অপূর্ব মিলন তোমায় আমায়।।"
চুল ধইরো না খোঁপা খুলে,ছায়াছবি,"চুল ধইরো না
খোঁপা খুলে যাবে যে নাগর ।।
আওলা কেশে পাগল বেশে কেমনে যাবো ঘর ।।
চুল ধইরো না
খোঁপা খুলে যাবে যে নাগর।।
হাত ধইরো না
চুড়ি ভেংগে বিঁধলে আমার হাতে
বলবে লোকে কলংকের দাগ কে দিল এ রাতে ।। 
দোহাই তোমার…
দোহাই তোমার হাত ছেড়ে দাও লাগে বড় ডর
সোনার অংগে দাগ পড়িলে কেমনে যাব ঘর
 হাত ধইরো না চুড়ি ভেংগে যাবে যে নাগর 
আঁচল ধরে টান দিও না
শাড়ী ছিড়ে গেলে
কেমন করে ঘোমটা দেবো তুমি কাছে এলে ।। 
দোহাই তোমার…
দোহাই তোমার আঁচল ছাড়ো লাগে বড় ডর
এত রাতে নিলাজ্ব হলে কেমনে যাব ঘর
আচল ছাড়ো শাড়ী ছিড়ে যাবে যে নাগর"
আমি কোথায় বলো কোথায়,ছায়াছবি,"আমি কোথায়
বলো কোথায় থাকি রে
বটগাছের পাতা নাইরে।।
আমার ঘরও নাই বাড়িও নাই মনের মানুষ নাই রে
কোথায় ?
ও বলো কোথায় থাকি রে…
তাতে কি ?
ও তাতে কি বা হইল রে
বটের পাতা নাইবা রইলো রে ।
সাধের পিড়িতে বসত হইলে মনেই পাবি ঠাই রে
তাতে ও তাতে কি বা হইল রে
বটের পাতা নাইবা রইলো রে
আশা ছিল কালো কোকিল বাঁধবে ডালে ঘর
আরে বাঁধবে ডালে ঘর
সেই যে পাখি উইড়া গেল পাইলাম না খবর
অনেক দুঃখে সেই না পাখি হইল দেশান্তর
আরে হইল দেশান্তর
মনের ভিটায় বাঁধলো সে যে পিড়িতেরই ঘর
সেই পিড়ীত
পিড়ীত কার বলে রে
দিবা নিশি খুঁইজা মরি রে !
আমার পিড়ীতে মরণ হইলে দুঃখ কিছু নাই রে
ও পিড়ীতি কার বলে রে
দিবা নিশি খুঁইজা মরি রে !
আবার যদি হারাই তোমায় এই না যৌইবন কালে
আরে এই না যৌইবন কালে
আঞ্চলেরই ফাঁস লাগাইয়া ঝুলবো সে কোন ডালে 
না পোড়াইও সোনার অংগ
না ভাসাইও জলে
আরে না ভাসাইও জলে
বটবৃক্ষ হইমু আমি তোমার নিদান কালে
তুমি যদি বটবৃক্ষ হও আমি হবো প্রেমলতা রে
মোরা সুখে দুঃখে সারা জীবন কইমু মনের কথা রে ।।
তুমি যদি বটবৃক্ষ হও আমি হবো প্রেমলতা রে
আমি হবো প্রেমলতা রে"
কোন কিতাবে লেখা আছে গো,ছায়াছবি,"কোন কিতাবে লেখা আছে গো
হারাম বাজনা গান ।।
দাউদ নবীর বাশীর সুরে ।।
চমকে পাখির প্রাণ
কোন কেতাবে লেখা আছে গো
হারাম বাজনা গান
সুর যদি হারাম হতো
বেলালে কি আযান দিত ।।
পড়তে কি কেউ মধুর টানে
হায়রে পড়তে কি কেউ মধুর টানে
পবিত্র কোর আন ।।
কোন কেতাবে লেখা আছে গো
হারাম বাজনা গান
ক্ক্বারী হাফেজ আখতার রুমী
বাংলা করলো আসমান জমিন
মিলাদে মাহফিলে শোনো
দরুদেরই শান
কোন কিতাবে লেখা আছে গো
হারাম বাজনা গান ।।
মা ফাতেমার ফরিয়াদে
আল্লাহ-জীর ঐ আরশ কাঁপে  ।।
কারবালার ঐ মাতম শুনে ।
হায়রে কারবালার ঐ মাতম শুনে
কান্দে রে জাহান  
কোন কিতাবে লেখা আছে গো
হারাম বাজনা গান ।
দাউদ নবীর বাশীর সুরে ।।
চমকে পাখির প্রাণ
কোন কেতাবে লেখা আছে গো
হারাম বাজনা গান ।।"
অনাথিনীর বুকের মানিক,ছায়াছবি,"অনাথিনীর বুকের মানিক
বল আমারে বল রে
ছায়া নিলি কোন ভরসায়
মরা গাছের তলে রে, নানা হে…।
জীবনটা যার একতারাতে
বাঁধা আছে দিনে রাতে।
বাঁধলি তারে মায়ার ডোরে
কত যেনো ছলে রে, নানা হে….।।
ওরে আমার অবুঝ পাখি
বলনা তোরে কোথায় রাখি।
দ্বীন-ভিখারী কাঙ্গাল আমি
নাই কোন সম্বলরে, নানা হে…।
লা-লা-লা লা-লা-লা, নানা হে…
ওরে আমার অবুঝ পাখি
বলনা তোরে কোথায় রাখি।
দ্বীন-ভিখারী কাঙ্গাল আমি
নাই কোনো সম্বলরে, নানা হে…।।"
বাংলা আমার সরসে ইলিশ,আধুনিক,"বাংলা আমার সরসে ইলিশ চিংড়ি কচি লাউ
বাংলা পারশে মাছ কে ধুয়ে জিরের বাটায় দাও
বাংলা ভুলি কি করে, বাংলা বুকের ভিতরে।।
বাংলা কাতলা মাছ এর মুড়য় মুগের ভাঁজা ডাল
বাংলা পাবদা মাছ চেরা কাঁচা লঙ্কার ঝাল
কেউ খেলে আর দু’মুঠো চাল দাও হাড়িতে দাও
বাংলা ভুলি কি করে, বাংলা বুকের ভিতরে।।
শীতের ভোরে বেওরা পুকুর টুসু গান এর সারি
নতুন চাল এর ভাপা পিঠে সুরু ছাঁকলি আহামরি
বাংলা ভুলি কি করে, বাংলা বুকের ভিতরে।।
বাংলা ঈদের লাড্ডু বানায় আবছা ভরে ওঠা
বাংলা কিশোর ভাই এর মাথায় ছোট্ট বোন এর ফোঁটা
বাংলা বলা সমস্ত মুখ নাও গো সাথে নাও
বাংলা ভুলি কি করে, বাংলা বুকের ভিতরে।।"
শিল্পী আমি তো নই,ছায়াছবি,"শিল্পী আমি তো নই তবুও এসেছি আজ
শোনাতে যে গান এই জলসায়।।
ক্ষমা করে দিও মোরে ভুল যদি হয়ে যায়।।
জীবনের সংগ্রামে হারজিত কিছু নয়
সুখ দুখ পিছু ফেলে পথ চলে যেতে হয়।
তাই আমি আপনারে ভাবি না তো অসহায়।।
চিরদিন থাকি যেন তোমাদেরই মাঝে
তোমাদের সুর যেন মোর গানে বাজে।
ভালবেসে অন্তরে ধরে রেখো আমায়।।"
তুমি সন্ধ্যাকাশের তাঁরার মত,আধুনিক,"তুমি সন্ধ্যাকাশের তাঁরার মত আমার মনে জ্বলবে
তুমি ঘুমের ঘোরে স্বপন মাঝে মনের কথা বলবে।।
শীতের সাজে রজনীগন্ধা ফুটবে যবে বনে
হয়ত তুমি আসবে নাকো আমার শূন্য মনে
ভোরের ঝরা মেঘকে শিশির তোমার কথা বলবে।
মৌ বনে আজ মৌমাছিদের মধু গুঞ্জরণে
হারিয়ে যাব আমি আবার তোমার আলাপনে
তোমার মুখের মিষ্টি হাসি আমার কথা বলবে।।"
আচার খাইলে বিচার হবে,ছায়াছবি,"আচার খাইলে বিচার হবে
বিচার হলে সাজা পাবে
সে তো জানে হামি (মাগার)
বাদি নিজে হাকিল হলে
বিনা দোষে মরে আসামী।।
(ঐ সব নকরামি ছাড়েন
দে পয়সা দে… দে পয়সা দে… দে বলছি…..
আরে… আরে…. আ..রে… রে…..)
পয়সা পয়সা করে শুধু ঝুটা দোকানদার
জানে না তে যে বোঝে না তে যে পাইকারী কারবার।
যে কারবারে লাভের চেয়ে লোকসান বেশী দামি
সে তো জানে হামি।।
(রোজ বাকি খায়, আসলও নাই সুদো নাই
সুদ লাগবো না, দে আসলটা দে
না না আরে না না না…….)
প্রেম বাজারে সুদ আগে আসল পরে লয়
আজকে বাকি কালকে নগদ পিড়িত কারে কয়।
সেই পিড়িতে দুইদিন পরে
করবি তুই গোলামী সে তো জানে হামি।।"
যদি সুন্দর একটা মুখ পাইতাম,ছায়াছবি,"যদি সুন্দর একটা মুখ পাইতাম
যদি সুন্দর একটা মন পাইতাম
সদর ঘাটের পানের খিলি তারে
বানাই খাবাইতাম।।
এক দিন তারে কাছে পেলে
রসের পিড়িত শিখাইতাম
আমি রসের পিড়িত শিখাইতাম
সদর ঘাটের পানের খিলি তারে
বানাই খাওয়াইতাম।
নতুন মুখের নতুন কথা শুনিতে সুন্দর
মাঝে মাঝে পান চিবাইত হাসিরও ভিতর।
প্রেমের মালা দুটি হাতে তারই গলায় পরাইতাম
আমি তারই গলায় পরাইতাম
সদর ঘাটের পানের খিলি তারে বানাই খাওয়াইতাম।
রসের কথা রসের পিড়িত যদি সে না জানে
দু’ চার কথা কইতাম তারে প্রেমের কারণে।
নর-নারীর সাধের পিড়িত
নর-নারীর রসের পিড়িত কি মজা তারে বুঝাইতাম
আমি কি মজা তারে শিখাইতাম
সদর ঘাটের পানের খিলি তারে বানাই খাওয়াইতাম।।"
তুমি ছাড়া,আধুনিক,"তোমাকে পেয়েছি আমার এই জীবনে
ভালোবেসে নেবো তাই বুকে জড়িয়ে
তুমি মিশে আছ আমারই মনেপ্রাণে
এস না হৃদয়ের গহীনে
ও ও ও ও ও
তুমি ছাড়া নেই তো আমার সুখের আর কেউ
তোমারই মত এমন ও করে ভালবাসবে কে বলো
তুমি ছাড়া নেই তো আমার সুখের আর কেউ
তোমারই মত এমন ও করে ভালবাসবে কে বলো
ভিজে যাব দুজনাই ভালবাসারই জলে
জলধারা কোনো শ্রাবণ ও দিনে
ভিজে যাব দুজনাই ভালবাসারই জলে
জলধারা কোনো শ্রাবণ ও দিনে
এত সুখ এত দিনে তুমি দিলেগো আমায়
বাচঁবনা কখনো ছেড়ে থাকতে তোমায়
তুমি ছাড়া নেই তো আমার সুখের আর কেউ
তোমারই মত এমন ও করে ভালবাসবে কে বলো
তুমি ছাড়া নেই তো আমার সুখের আর কেউ
তোমারই মত এমন ও করে ভালবাসবে কে বলো
দুটি হৃদয় মিশে গেল ভালবাসার মিলনে
চায়না কিছু তুমি হিনা জীবনে
এত সুখ এত দিনে তুমি দিলেগো আমায়
বাচঁবনা কখনো ছেড়ে থাকতে তোমায়
তুমি ছাড়া নেই তো আমার সুখের আর কেউ
তোমারই মত এমন ও করে ভালবাসবে কে বলো
তুমি ছাড়া নেই তো আমার সুখের আর কেউ
তোমারই মত এমন ও করে ভালবাসবে কে বলো"
এসো ওয়াদা করি তুমি আমি দুজনে,ছায়াছবি,"এসো ওয়াদা করি
তুমি আমি দু’জনে
ভালোবাসা জেগে রবে দুটি জীবনে ।।
নয়নে তোমার ছবি মনে বাসনা
প্রেমলতা হয়ে হায় জড়িয়ে রাখো না
আকাশে তারা যতদিন থাকবে
ততদিন আমায় মনে রাখবে
দু’চোখে তারা হয়ে তুমি জ্বলবে
পৃথিবীটা যতদিন থাকবে
বন্ধু তুমি সাথী তুমি
জনমে জনমে মিশে রবো দু’জনে
জীবনে মরণ আসে স্মৃতি জেগে রয়
ইতিহাস হয়ে প্রেম কথা কয়
ফুল ফোটে ঝরে যায় আবার হাসে
চিরদিন তুমি রবে পাশে
তুমি আমার আমি তোমার
জীবনে মরণে ওগো রেখো স্মরণে"
ও সাগর সাগর রে,ছায়াছবি,"ও সাগর সাগর রে
বলে দে আমারে
মনের নাবিক পাবে এই ঘাটেতে
সাজানো প্রেমের তরী ভেরাবে 
ও আকাশ  আকাশ রে
বলে দে আমারে
রাজার ছেলে কবে
আমাকে প্রেমের চিঠি পাঠাবে 
বাকী গানের কথা ২৪ ঘণ্টার মধ্যেই আসছে"
নানী গো নানী,ছায়াছবি,"নানী গো নানী
বলি যে আমি
আমারে নি লইয়া যাইবা
ভাইসাবের বাড়ী
ভাইসাব আমার জানের জান
ভাইসাব আমার প্রানের প্রাণ
ভাইসাব আমার আন্ধার রাইতের পূর্নিমাসী চান্দ ।।
আরে ভাইসাবেরে না দেখিলে বাঁচে না পরাণ
নানী গো নানী
বলি যে আমি
আমারে নি লইয়া যাইবা
ভাইসাবের বাড়ী
ভাইসাব যদি ভ্রমর হইত
ফুলে বইসা মধু খাইতো
খাঁটি এমন পদ্ম মধু আর তো পাইবো না
আরে খাঁটি এমন পদ্ম মধু আর তো পাইবো না
আরে এমন মধু ঝইরা গেল
ভাইসাব আইলো না
নানী গো নানী
বলি যে আমি
আমারে নি লইয়া যাইবা
ভাইসাবের বাড়ী
শোন নানী একখান কথা
ভাইসাব আমার শীতের কাথা
ভাইসাব বিনে শীতের রাতে ঘুম যে আসে না
আরে দারুন মাঘ আইলো গেল
ভাইসাব আইলো না 
ভাইসাব আমার নয়ন মনি
ভাইসাব আমার প্রেমের খনি
তারে বিনে এই যৌবনে জোয়ার আসে না
আরে কবে আইবো তরী বাইবো
কিছুই জানি না
নানী গো নানী
বলি যে আমি
আমারে নি লইয়া যাইবা
ভাইসাবের বাড়ী"
এই রাত ডাকে ঐ চাঁদ ডাকে,ছায়াছবি,"এই রাত ডাকে ঐ চাঁদ ডাকে
হায় তুমি কোথায় ।।
ভালবাসার রঙ্গে রঙ্গে ।।
আমি সাজাবো তোমায়
তুমি কোথায় ।।
এমন করে ডাকো যদি ।।
আমার ঘরে থাকাই দায়
এই রাত ডাকে ওই চাঁদ ডাকে
আজ তোমায় আমায় 
ও ও ও……
তুমি সাথী হয়ে এলে
আমি নয়ন ভরে জীবন ভরে
রাখবো তোমায় আপন করে
সুখে দুঃখে দেখনবো তোমায়
প্রেমের প্রদীপ জ্বেলে
আমি চীর সাথী হয়ে এলাম
চির দিনের আশায় ।।
এই রাত ডাকে ওই চাঁদ ডাকে
আজ তোমায় আমায় 
ও ও ও……
আমি থাকি বা না থাকি
তবু বাতাস হয়ে সুবাশ হয়ে
তোমায় কাছে আসবো বয়ে
গানে গানে ডাকবো তোমায়
হয়ে বনের পাখী
আমি বুকের মাঝে রাখবো তোমায়
বুকের ভালোবাসায় ।।
এই রাত ডাকে ওই চাঁদ ডাকে
আজ তোমায় আমায়"
আমি হৃদয় চিরিয়া দেখাবো,ছায়াছবি,"আমি হৃদয় চিরিয়া দেখাবো
একদিন মরিয়া প্রমান করিব
তুমি যে আমার নিঃশ্বাসে
তুমি যে আমার বিস্বাসে
তোমারি নামের মালা জপিব 
ও ও ও ও ও ও ও ……
মন যমুনায় আনো জোয়ার
তুমি রূপের পূর্নিমায়
মিথ্যে কথা বলো যদি
হারাবে তুমি আমায়
তুমি যে আমার নিঃশ্বাসে
তুমি যে আমার বিস্বাসে
তোমারি নামের মালা জপিব 
ও ও ও ও ও ও ও ……
ভালবাসার সোহাগ পেলে
পাথরে ফোটাব ফুল
মনে রেখো দুঃখ দিলে
ঝরে যায় সুখের বকুল
তুমি যে আমার নিঃশ্বাসে
তুমি যে আমার বিস্বাসে
তোমারি নামের মালা জপিব 
আমি হৃদয় চিরিয়া দেখাবো
একদিন মরিয়া প্রমান করিব
তুমি যে আমার নিঃশ্বাসে
তুমি যে আমার বিস্বাসে
তোমারি নামের মালা জপিব
আমি হৃদয় চিরিয়া দেখাবো
একদিন মরিয়া প্রমান করিব"
ওরে ও জান রে আমারই জান,ছায়াছবি,"ওরে ও জানরে আমারই জান
আমি তোমার জীবন
প্রাণেরও প্রাণ
তুমি ছাড়া আমি একা
মিছে হবে বেঁচে থাকা ।।
পলকে পলকে ওগো
দিও আমারে দেখা
ওরে ও জানরে আমারই জান
আমি তোমার জীবন
প্রাণেরও প্রাণ
আলো হয়ে আঁধারেতে
ভালোবাসা নিয়ে থাকে।।
জীবনে মরণে আমি
রবো তোমারই সাথে ।।
ওরে ও জানরে আমারই জান
আমি তোমার জীবন
প্রাণেরও প্রাণ"
তুমি তো এখন আমারই কথা ভাবছো,ছায়াছবি,"তুমি তো এখন আমারই কথা ভাবছো
দু’টি চোখের তারায় শুধু আমাকেই দেখছো
তুমি তো এখন…
আজ তুমি ছাড়া প্রতিটি ক্ষন
লাগে যেনো এক যুগেরই মতন ।।
এই প্রহর গুলো জানি
তুমিও গুনছো
তুমি তো এখন আমারই কথা ভাবছো
দু’টি চোখের তারায় শুধু আমাকেই দেখছো
তুমি তো এখন…
আমি হাজার কথার মালা গেথে
চেয়ে আছি শুধু তোমারই পথে
জানি আমার কাছেই তুমি
এখনই আসছো…
তুমি তো এখন আমারই কথা ভাবছো
দু’টি চোখের তারায় শুধু আমাকেই দেখছো
তুমি তো এখন…"
কোন লজ্জায় ফুল সুন্দর হলো,ছায়াছবি,"কোন লজ্জায় ফুল সুন্দর হলো।
আমি সুধাই তারে ভালবাসার গল্প আমায় বলো।।
আধো ফোটা ভীরু কলি শোনগো বলি
ছিলাম একাকি আমি তোমার বনে
মরমের পথ ধরে বন্ধু তুমি
ভালোবাসা নিয়ে এলে আমার মনে
বুঝি না তো কি হতে যে কি হয়ে গেল।।
এলো বুঝি প্রিয়তম অতিথি হয়ে
শরমের রঙে রাঙা মধুর ক্ষণে
কি দিয়ে বরণ আমি করবো তারে
তৃষ্ণা আমার চোখে লজ্জা মনে
ভাবিনি তো আগে আমি লেখাই ছিল।।"
আমি এক পাহরাদার,ছায়াছবি,"বস্তিওয়ালা জাগো…..
আমি এক পাহরাদার
সাধ্য আছে কার বাবার
আমার চোখে ধুলা দিয়া হইয়া যাবি পার।।
(কে বাবা রাইতের বেলা ঘুর ঘুর করতাছ
চুরির মতলব বুঝি,  হ্যা… যা.. খাইটা খা
হা …. হা… হা…. আর খাবি কত)
হে হে হে….
আশ খাইলি পাশ খাইলি খাইলি গোলার ধান
দুই খান মানুষ বছর বছর হইলি যে খান।
ঘরের মধ্যে নাই ঠাই
পথে ঘাটে জায়গা নাই
কয়দিন পরে দুনিয়াটা হইবো রে ছারখার।।
(এই শালা মানুষ দেইখ্যা পথ চলতে পারস না
রাইতকানা নাকি
ওরে বাবা কত মোটারে
কোন দোকানের চাল খাও বাবা)
হে হে হে….
খুন করলি ডাকাতি করলি
করলি কত চুরি
পরের ধন লুইটা পুইটা
বাড়াইলি তোর ভুরি।
শোনরে শোন ঐ ভোমসা পাঠা
এইবার যাইবো গর্দান কাঁটা
অন্যায় কইরা বাঁচবো না রে কোন মজুতদার।।"
আমায় তুমি ডাক দিলে কে,ছায়াছবি,"আমায় তুমি ডাক দিলে কে ওগো অজানা
এলোমেলো উতাল হলো আমার ভাবনা।।
আজি বাতাস দিশেহারা
তাই পাতায় পাতায় সারা।
গানে গানে বলে গেল তোমার ঠিকানা
এলোমেলো উতাল হলো আমার ভাবনা।।
তোমার আঁখির নীল সাগরে রংধনুকের ছায়া
আমার চোখে আঁকলো যেন স্বপ্ন মধুর মায়া
ঐ সুদূর নীলাকাশে বলাকারা টিয়া ভাসে।
মেঘে মেঘে উড়ে যেতে মেলেছে ডানা।
এলোমেলো উতাল হলো আমার ভাবনা।"
নীল নীল আহা কত নীল,ছায়াছবি,"নীল নীল আহা কত নীল
তোমারও দুটি চোখ যেন আকাশের চেয়ে বেশী নীল
না না ওগো সেতো নয় আমার এ দুটি চোখ
করে তোমার প্রেমে ঝিলমিল।।
বিদিশার নিশা যেন তোমার ঐ কালো চুল
না না না সে তোমার হয়তোবা দৃষ্টির ভুল
ভুল হোক ক্ষতি নেই।
তবু ভাল লাগে তোমার এ গরমিল
না না না ওগো সেতো নয় ভাল যে বাস তাই
লাগে রঙ্গিন যেন এ নিখিল
আধারের টিপ যেন তোমার ঐ কপোলের তিল
না না না পাবে না তিলত্নমার কোন মিল
নীল নেই ক্ষতি নেই।
তবু যেন তুমি এ রাতে কত স্বপ্নীল
না না ওগো সেতো নয় তুমি আছ পাশে
তাই স্বপ্ন নামে অনাবিল।।"
যদি ভালবেসে কাছে এলে বন্ধু,ছায়াছবি,"যদি ভালবেসে কাছে এলে বন্ধু
যদি জীবনের সাথী হলে বন্ধু
বল তুমি বল
আরো আগে কেন তুমি এলে না
যদি দুটি চোখে এঁকে দিলে স্বপ্ন
যদি এত সুখে ভরালে লগ্ন
বল তুমি বল
আরো আগে কেন দেখা দিলে না।।
অচেনা পথে আজ ছুটে চলতে
না বলা কথা আর শুধু বলতে
কোন বাধা নেই কোন মানা নেই
না না কিছু নেই ভাবনা।
বুঝি নি তো আগে
দুটি প্রানে ছিল এত বাসনা।।
হু…হু….হু….হ….
আ…আ…আ…আ….
হু…হু….হু….হ….
আ…আ…আ…আ….
ওম…ওম…ওম…..
যদি বা আসে ঝড় বল ভয় কী
ও (এ) বুকে লুকাতে মিছে লাজ কী
না না দ্বিধা নেই চির সোহাগেই
যাব হারিয়ে দুজনা।
তুমি আছ বলেই
অনুরাগে ঝরে প্রানে জোছনা।।"
বাঁচার মত বাঁচতে চাই,ব্যান্ড,"জানালা খুলেই দেখি
ও পাড়ার ঝাকড়া চুলের সেই শান্ত যুবক
মিছিলের পুরো ভাগে দাঁড়িয়ে
বিদ্যুৎ ছড়িয়ে চোখেরই তাঁরায়
মুষ্টিবদ্ধ হাত আগে বাড়িয়ে
চলছে আর বুকের গভীর থেকে বলছে
বাঁচার মত বাঁচতে চাই
বাঁচার মত বাঁচতে চাই
বাঁচতে চাই চাই
শুনেছি পাশের বাড়ির সেই আদুরে মেয়ে
যার কাছে মাঝে মাঝে লিখতো চিঠি
জীবনানন্দ থেকে কবিতা নিয়ে।
চাল নেই চুলো নেই বেকার যুবক
পায় না সে স্বপ্ন কন্যার খোঁজ
জীবনটা হয়ত হতো তার অন্য রকম
তাই চলছে আর বুকের গভীর থেকে বলছে
বাঁচার মত বাঁচতে চাই
বাঁচার মত বাঁচতে চাই
বাঁচতে চাই চাই।।
কখনো ভোরের শিশির ভেজা আঙ্গিনার পথে
মৃদু পায়ে হেটে হেটে আ সতো যদি
কৃষ্ণচূড়া রঙ শাড়িটি পড়ে।
ঘুম ভাঙ্গা তার অচেনা সুদূর
অবিনাশী কবিতার প্রতিবাদী সুর
জীবনটা হয়ত হতো তার অন্য রকম
তাই চলছে আর বুকের গভীর থেকে বলছে
বাঁচার মত বাঁচতে চাই
বাঁচার মত বাঁচতে চাই
বাঁচতে চাই চাই।।"
বেঁচে থাকা নিয়ে যাদের যুদ্ধ,ব্যান্ড,"বেঁচে থাকা নিয়ে যাদের যুদ্ধ
ওরা যোদ্ধা
বুদ্ধিহীন মানুষেরা তবে হবে কেন বোদ্ধা
বল কেমন কথা নিয়মের খাতা
বদলাবে কেন বল তা।।
ভালবাসার শিশিরে রোদের পোড়া শরীরে
যারা সোনার ফসল ফলায়
তোমাদের অন্ন জোগায়
ওরা পায় না কেন পায় না
পায় না কেন যে অন্ন
বল কি জন্য
কেমন কথা নিয়মের খাতা
বদলাবে কেন বল তা।।
গ্রন্থিল পেশীতে কারখানা কলেতে
যারা জীবন চাকা ঘুড়ায়
তোমাদের অর্থ জোগায়
ওরা পায় না কেন পায় না
পায় না কেন যে অর্থ তারা ব্যর্থ
কেমন কথা নিয়মের খাতা
বদলাবে কেন বল তা।।"
